date,home_team,away_team,home_odds,away_odds,bookmaker
2026-04-02,Charlotte Hornets,Phoenix Suns,1.51,2.93,Matchbook
2026-04-02,Detroit Pistons,Minnesota Timberwolves,1.67,2.54,William Hill
2026-04-03,Oklahoma City Thunder,Los Angeles Lakers,1.31,4.1,1xBet
2026-04-03,Golden State Warriors,Cleveland Cavaliers,5.3,1.22,Matchbook
2026-04-03,Portland Trail Blazers,New Orleans Pelicans,1.44,3.25,Betfair
2026-04-03,Los Angeles Clippers,San Antonio Spurs,2.54,1.64,Betfair
