date,home_team,away_team,home_odds,away_odds,bookmaker
2026-03-28,Milwaukee Bucks,San Antonio Spurs,16.5,1.06,Matchbook
2026-03-28,Minnesota Timberwolves,Detroit Pistons,1.8,2.26,William Hill
2026-03-28,Charlotte Hornets,Philadelphia 76ers,1.46,3.1,1xBet
2026-03-28,Atlanta Hawks,Sacramento Kings,1.12,9.2,Betsson
2026-03-29,Memphis Grizzlies,Chicago Bulls,2.61,1.61,Pinnacle
2026-03-29,Phoenix Suns,Utah Jazz,1.09,11.0,Betfair
2026-03-29,Oklahoma City Thunder,New York Knicks,1.28,4.46,Nordic Bet
